,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
187437,552972,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,2011-05-12 13:43:00,2.95,16043.0,United Kingdom
187645,553002,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-05-12 15:26:00,2.95,13263.0,United Kingdom
187731,553005,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-05-12 16:29:00,2.95,14651.0,United Kingdom
188037,553013,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-12 18:19:00,5.79,,United Kingdom
188287,553021,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2011-05-12 19:22:00,2.95,18172.0,United Kingdom
188729,553058,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-05-13 10:44:00,2.95,17790.0,United Kingdom
189557,553158,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-05-13 15:24:00,2.95,14194.0,United Kingdom
189781,553165,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-05-13 16:12:00,2.95,13623.0,United Kingdom
189802,553166,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-05-13 16:14:00,2.95,17655.0,United Kingdom
189913,553174,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-15 11:04:00,2.95,16206.0,United Kingdom
189967,553176,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-05-15 11:22:00,2.95,14689.0,United Kingdom
189976,553177,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-05-15 11:23:00,2.95,13094.0,United Kingdom
190026,553180,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-05-15 11:35:00,2.95,16466.0,United Kingdom
190043,553182,85123A,WHITE HANGING HEART T-LIGHT HOLDER,65,2011-05-15 12:21:00,2.55,17107.0,United Kingdom
190273,553188,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-05-15 12:55:00,2.95,15379.0,United Kingdom
190433,553193,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-15 13:31:00,2.95,15081.0,United Kingdom
190505,553197,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-05-15 14:32:00,2.95,17263.0,United Kingdom
190671,553203,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2011-05-15 16:10:00,2.95,14911.0,EIRE
190790,553209,85123A,WHITE HANGING HEART T-LIGHT HOLDER,49,2011-05-16 09:23:00,2.55,13777.0,United Kingdom
190882,553219,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-16 09:57:00,2.95,13769.0,United Kingdom
191049,553229,71053,WHITE METAL LANTERN,-1,2011-05-16 10:50:00,3.75,15039.0,United Kingdom
191106,553315,85123A,WHITE HANGING HEART T-LIGHT HOLDER,59,2011-05-16 12:03:00,2.55,16705.0,United Kingdom
191180,553342,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-05-16 12:26:00,2.95,16293.0,United Kingdom
191213,553345,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-16 12:53:00,2.95,16729.0,United Kingdom
191317,553350,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-05-16 13:32:00,2.55,12871.0,United Kingdom
191346,553351,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-05-16 13:35:00,2.95,18118.0,United Kingdom
191440,553363,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-05-16 14:19:00,2.95,13650.0,United Kingdom
191902,553387,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-05-16 16:33:00,2.95,,United Kingdom
192094,553390,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-05-16 16:41:00,2.95,17841.0,United Kingdom
192287,553393,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2011-05-16 16:46:00,2.95,,United Kingdom
192379,553410,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-05-17 09:24:00,2.95,14320.0,United Kingdom
192432,553412,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-05-17 09:40:00,2.95,14344.0,United Kingdom
192509,553419,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-05-17 10:10:00,2.95,16639.0,United Kingdom
192675,553463,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2011-05-17 11:02:00,2.55,13488.0,United Kingdom
192768,553476,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-17 11:41:00,2.95,14221.0,United Kingdom
192786,553477,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-05-17 11:46:00,2.95,14239.0,United Kingdom
192810,553484,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2011-05-17 12:21:00,2.55,14513.0,United Kingdom
192859,553487,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-05-17 12:38:00,2.95,13246.0,United Kingdom
192941,553489,71053,WHITE METAL LANTERN,-1,2011-05-17 12:43:00,3.75,15730.0,United Kingdom
192963,553491,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-05-17 12:44:00,2.95,15624.0,United Kingdom
193014,553504,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-05-17 13:26:00,2.95,13310.0,United Kingdom
193476,553535,71053,WHITE METAL LANTERN,8,2011-05-17 15:17:00,3.75,,EIRE
193477,553535,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,2011-05-17 15:17:00,2.55,,EIRE
194132,553549,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-05-17 16:09:00,5.79,,United Kingdom
194186,553553,71053,WHITE METAL LANTERN,7,2011-05-17 16:32:00,3.75,16156.0,United Kingdom
194274,553565,71053,WHITE METAL LANTERN,1,2011-05-18 09:01:00,3.75,17505.0,United Kingdom
194459,553607,71053,WHITE METAL LANTERN,124,2011-05-18 10:47:00,3.39,16684.0,United Kingdom
194522,553654,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-05-18 11:08:00,2.95,13094.0,United Kingdom
194720,553664,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-05-18 12:15:00,2.95,16906.0,United Kingdom
194918,553679,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-05-18 13:09:00,2.95,14565.0,United Kingdom
194933,553680,71053,WHITE METAL LANTERN,9,2011-05-18 13:11:00,3.75,13258.0,United Kingdom
194943,553680,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-05-18 13:11:00,2.95,13258.0,United Kingdom
195150,553702,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-18 14:50:00,2.95,13263.0,United Kingdom
195270,553710,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-05-18 15:35:00,2.95,17338.0,United Kingdom
195511,553718,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-05-18 16:14:00,2.95,,United Kingdom
195581,553724,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-05-18 16:50:00,2.95,17047.0,United Kingdom
195592,553725,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-18 16:51:00,2.95,17047.0,United Kingdom
195717,553739,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-05-19 09:23:00,2.95,14895.0,United Kingdom
195823,553749,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2011-05-19 09:59:00,2.95,13468.0,United Kingdom
196128,553781,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-05-19 10:54:00,2.95,16008.0,United Kingdom
196263,553833,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-05-19 11:41:00,2.95,17346.0,United Kingdom
196420,553845,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2011-05-19 12:38:00,2.55,17675.0,United Kingdom
196459,553850,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-05-19 12:59:00,2.95,18075.0,United Kingdom
196500,553853,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-05-19 13:08:00,2.95,16782.0,United Kingdom
197241,553890,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-05-19 16:32:00,2.95,,United Kingdom
197256,553892,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-05-19 16:56:00,2.95,14825.0,United Kingdom
197519,553913,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-19 19:47:00,2.95,18109.0,United Kingdom
197727,553931,71053,WHITE METAL LANTERN,9,2011-05-20 10:27:00,3.75,14911.0,EIRE
197825,553935,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2011-05-20 10:32:00,2.55,15856.0,United Kingdom
197925,553942,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2011-05-20 10:37:00,2.95,18055.0,United Kingdom
197960,553946,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-05-20 10:48:00,2.95,15601.0,United Kingdom
198109,554013,71053,WHITE METAL LANTERN,3,2011-05-20 13:13:00,3.75,13308.0,United Kingdom
198204,554016,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-05-20 13:14:00,2.95,13243.0,United Kingdom
198464,554050,71053,WHITE METAL LANTERN,13,2011-05-20 14:54:00,3.75,18048.0,United Kingdom
198613,554054,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22,2011-05-20 15:29:00,2.95,,United Kingdom
198803,554069,71053,WHITE METAL LANTERN,1,2011-05-22 10:57:00,3.75,15281.0,United Kingdom
198842,554070,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2011-05-22 11:06:00,2.55,13555.0,United Kingdom
198911,554075,71053,WHITE METAL LANTERN,7,2011-05-22 11:29:00,3.75,16038.0,United Kingdom
198914,554075,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-05-22 11:29:00,2.95,16038.0,United Kingdom
198968,554079,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-05-22 11:41:00,2.95,14546.0,United Kingdom
199076,554083,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-05-22 11:51:00,2.95,18125.0,United Kingdom
199231,554090,71053,WHITE METAL LANTERN,6,2011-05-22 12:22:00,3.75,17315.0,United Kingdom
199234,554090,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-05-22 12:22:00,2.95,17315.0,United Kingdom
199264,554092,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2011-05-22 12:41:00,2.55,17176.0,United Kingdom
199321,554094,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-05-22 12:49:00,2.95,15716.0,United Kingdom
199822,554103,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-05-22 13:51:00,2.95,15555.0,United Kingdom
200054,554112,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-22 14:44:00,2.95,17611.0,United Kingdom
200150,554115,71053,WHITE METAL LANTERN,12,2011-05-22 15:03:00,3.75,15938.0,United Kingdom
200152,554115,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-05-22 15:03:00,2.95,15938.0,United Kingdom
200212,554117,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2011-05-22 15:12:00,2.55,13758.0,United Kingdom
200314,554125,71053,WHITE METAL LANTERN,-1,2011-05-23 08:52:00,3.75,13885.0,United Kingdom
200358,554129,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-05-23 09:39:00,2.95,14189.0,United Kingdom
200400,554131,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-23 09:43:00,2.95,13988.0,United Kingdom
200706,554151,71053,WHITE METAL LANTERN,0,2011-05-23 11:07:00,3.75,14049.0,United Kingdom
200746,554156,85123A,WHITE HANGING HEART T-LIGHT HOLDER,62,2011-05-23 11:28:00,2.55,13798.0,United Kingdom
201207,554275,71053,WHITE METAL LANTERN,3,2011-05-23 13:17:00,3.75,14903.0,United Kingdom
201298,554278,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-05-23 13:25:00,2.95,13831.0,United Kingdom
201312,554280,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-05-23 13:35:00,2.95,14817.0,United Kingdom
201737,554310,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2011-05-23 15:25:00,2.95,,United Kingdom
201867,C554333,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,2011-05-23 17:15:00,2.95,13310.0,United Kingdom
201932,554348,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-05-24 08:49:00,2.95,13523.0,United Kingdom
202036,554353,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2011-05-24 09:10:00,2.55,14258.0,United Kingdom
202205,554371,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-05-24 10:42:00,2.95,17659.0,United Kingdom
202248,554375,71053,WHITE METAL LANTERN,-1,2011-05-24 11:29:00,3.75,18044.0,United Kingdom
202282,554376,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-05-24 11:31:00,2.95,15719.0,United Kingdom
202333,554379,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2011-05-24 11:35:00,2.55,14047.0,United Kingdom
202542,554483,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2011-05-24 12:57:00,2.95,13771.0,United Kingdom
202689,554492,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-05-24 13:56:00,2.95,13168.0,United Kingdom
202736,554494,71053,WHITE METAL LANTERN,3,2011-05-24 14:00:00,3.75,16327.0,United Kingdom
203055,554511,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-05-24 15:52:00,2.95,,United Kingdom
203238,554512,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-05-24 15:54:00,5.79,,United Kingdom
203408,554514,71053,WHITE METAL LANTERN,0,2011-05-24 15:58:00,8.29,,United Kingdom
203444,554514,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-05-24 15:58:00,2.95,,United Kingdom
203853,554560,71053,WHITE METAL LANTERN,8,2011-05-25 10:35:00,3.75,13317.0,United Kingdom
203901,554598,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-05-25 11:12:00,2.95,13263.0,United Kingdom
204032,554628,71053,WHITE METAL LANTERN,-1,2011-05-25 11:26:00,3.75,15039.0,United Kingdom
204244,554646,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-05-25 12:39:00,2.95,17790.0,United Kingdom
204389,554656,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-25 13:36:00,2.95,17663.0,United Kingdom
204484,554667,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2011-05-25 15:18:00,2.95,15727.0,United Kingdom
204588,554672,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-05-25 15:54:00,2.95,14415.0,United Kingdom
204615,554682,71053,WHITE METAL LANTERN,3,2011-05-25 16:08:00,3.75,14085.0,United Kingdom
204670,554684,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-05-25 16:28:00,2.95,16448.0,United Kingdom
204858,554694,71053,WHITE METAL LANTERN,11,2011-05-25 17:06:00,8.29,,United Kingdom
205257,554770,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-05-26 11:40:00,2.95,14911.0,EIRE
205348,554795,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-05-26 12:46:00,2.95,14210.0,United Kingdom
205452,554812,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-05-26 13:21:00,2.95,15005.0,United Kingdom
205498,554814,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-05-26 13:34:00,2.95,16609.0,United Kingdom
205607,554823,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-05-26 14:20:00,2.95,16624.0,United Kingdom
205790,554837,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-05-26 16:30:00,2.95,14584.0,United Kingdom
205897,554842,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-05-26 18:17:00,2.95,14740.0,United Kingdom
205933,554845,85123A,WHITE HANGING HEART T-LIGHT HOLDER,605,2011-05-26 19:49:00,3.24,17450.0,United Kingdom
206430,554937,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-05-27 13:32:00,2.95,15402.0,United Kingdom
206634,554949,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-05-27 14:44:00,2.95,14092.0,United Kingdom
207222,554979,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-29 11:34:00,2.95,16931.0,United Kingdom
207266,554981,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-05-29 12:06:00,2.95,17613.0,United Kingdom
207356,554986,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-29 12:35:00,2.95,14451.0,United Kingdom
207440,554991,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-05-29 14:03:00,2.95,14823.0,United Kingdom
207545,554993,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-29 14:13:00,2.95,17051.0,United Kingdom
207643,554995,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-29 14:23:00,2.95,18109.0,United Kingdom
207650,554996,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-05-29 14:28:00,2.95,16407.0,United Kingdom
207694,554999,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-05-29 15:44:00,2.95,15547.0,United Kingdom
207781,555002,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-31 08:50:00,2.95,17682.0,United Kingdom
207988,555075,85123A,WHITE HANGING HEART T-LIGHT HOLDER,150,2011-05-31 12:05:00,2.55,16013.0,United Kingdom
208244,555108,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-05-31 14:18:00,2.95,18231.0,United Kingdom
208387,555110,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-05-31 14:34:00,2.95,17841.0,United Kingdom
208434,555114,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-05-31 14:55:00,2.95,13571.0,United Kingdom
209204,555195,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-01 11:27:00,2.95,15240.0,United Kingdom
209257,555199,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-01 12:05:00,2.95,14606.0,United Kingdom
209341,555203,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-01 12:13:00,2.95,17191.0,United Kingdom
209435,555240,71053,WHITE METAL LANTERN,2,2011-06-01 13:07:00,3.75,15039.0,United Kingdom
209464,555243,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-01 13:52:00,2.95,13475.0,United Kingdom
209547,555249,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-06-01 14:57:00,2.95,17472.0,United Kingdom
209665,555260,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-06-01 15:34:00,2.95,13263.0,United Kingdom
209892,555275,71053,WHITE METAL LANTERN,1,2011-06-01 17:18:00,8.29,,United Kingdom
209912,555275,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-06-01 17:18:00,5.79,,United Kingdom
210131,555276,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-06-01 17:28:00,5.79,,United Kingdom
210272,555277,71053,WHITE METAL LANTERN,1,2011-06-01 17:30:00,8.29,,United Kingdom
210293,555277,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-06-01 17:30:00,5.79,,United Kingdom
210676,555312,71053,WHITE METAL LANTERN,7,2011-06-02 10:39:00,3.75,16484.0,United Kingdom
211084,555340,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-02 11:33:00,2.95,13334.0,United Kingdom
211195,555349,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-06-02 12:08:00,2.95,16729.0,United Kingdom
211227,555350,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-06-02 12:08:00,2.95,17652.0,United Kingdom
211307,C555361,71053,WHITE METAL LANTERN,-6,2011-06-02 14:12:00,3.75,13308.0,United Kingdom
211429,555382,85123A,WHITE HANGING HEART T-LIGHT HOLDER,316,2011-06-02 14:46:00,2.55,17133.0,United Kingdom
211649,555396,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-06-02 17:23:00,2.95,16529.0,United Kingdom
211875,555397,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-06-02 17:26:00,5.79,,United Kingdom
212010,555405,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-06-02 19:17:00,2.95,17531.0,United Kingdom
212165,555414,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-06-03 10:06:00,2.95,16230.0,United Kingdom
212216,555418,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-06-03 10:19:00,2.95,15498.0,United Kingdom
212285,555471,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-06-03 11:42:00,2.95,16117.0,United Kingdom
212955,555514,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-06-05 10:41:00,2.95,17071.0,United Kingdom
213023,555516,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-06-05 10:50:00,2.95,17706.0,United Kingdom
213135,555522,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-06-05 11:29:00,2.95,15796.0,United Kingdom
213231,555524,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-06-05 11:37:00,2.95,16923.0,United Kingdom
213341,555537,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-05 12:37:00,2.95,15453.0,United Kingdom
213625,555549,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-06-05 13:24:00,2.95,13637.0,United Kingdom
213759,555556,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2011-06-05 14:04:00,2.95,15704.0,United Kingdom
213888,555558,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-06-05 14:06:00,2.95,14159.0,United Kingdom
214403,555573,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-06-05 15:46:00,2.95,15349.0,United Kingdom
214573,555588,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-06-06 09:16:00,2.95,16849.0,United Kingdom
214713,555604,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-06-06 11:37:00,2.95,16612.0,United Kingdom
214748,555626,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-06-06 11:55:00,2.95,16103.0,United Kingdom
214766,555628,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2011-06-06 11:59:00,2.95,15260.0,United Kingdom
214845,555632,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2011-06-06 12:16:00,2.55,13798.0,United Kingdom
214992,555640,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-06-06 13:06:00,2.95,14475.0,United Kingdom
215017,555642,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-06 13:18:00,2.95,18248.0,United Kingdom
215253,555651,71053,WHITE METAL LANTERN,5,2011-06-06 14:02:00,3.75,17361.0,United Kingdom
215383,555704,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2011-06-06 15:06:00,2.95,14944.0,United Kingdom
215406,555705,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-06-06 15:24:00,2.95,14713.0,United Kingdom
215955,555745,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-07 10:46:00,2.95,14462.0,United Kingdom
216533,555848,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-06-07 13:31:00,2.95,16081.0,United Kingdom
216539,555848,71053,WHITE METAL LANTERN,1,2011-06-07 13:31:00,3.75,16081.0,United Kingdom
216977,555865,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-06-07 14:30:00,2.95,14530.0,United Kingdom
217101,555896,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2011-06-07 16:04:00,2.55,15640.0,United Kingdom
217424,555924,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-07 17:12:00,5.79,,United Kingdom
217658,555929,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-06-08 08:12:00,2.55,16525.0,United Kingdom
217685,555931,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-06-08 08:31:00,2.95,17828.0,Malta
217966,555947,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2011-06-08 10:45:00,2.55,14911.0,EIRE
218053,555979,71053,WHITE METAL LANTERN,3,2011-06-08 11:18:00,3.75,15039.0,United Kingdom
218058,555979,71053,WHITE METAL LANTERN,4,2011-06-08 11:18:00,3.75,15039.0,United Kingdom
218378,556042,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,2011-06-08 12:44:00,2.55,14367.0,United Kingdom
218544,556054,71053,WHITE METAL LANTERN,4,2011-06-08 13:26:00,3.75,14561.0,United Kingdom
219696,556107,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-06-08 17:09:00,2.95,17360.0,United Kingdom
219722,556107,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-06-08 17:09:00,2.95,17360.0,United Kingdom
219973,556108,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-08 17:59:00,2.95,,United Kingdom
220163,556126,71053,WHITE METAL LANTERN,9,2011-06-09 10:23:00,3.75,14911.0,EIRE
220618,556204,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-06-09 13:16:00,2.95,17169.0,United Kingdom
220843,556231,85123A,?,3996,2011-06-09 15:04:00,0.0,,United Kingdom
221329,556243,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-06-09 16:07:00,5.79,,United Kingdom
221758,556271,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-06-09 19:40:00,2.95,17483.0,United Kingdom
221793,556280,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-09 20:03:00,2.95,14584.0,United Kingdom
221846,556283,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-06-10 08:50:00,2.95,15628.0,United Kingdom
221863,556284,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-06-10 08:54:00,2.95,17115.0,United Kingdom
221921,C556293,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-20,2011-06-10 09:30:00,2.95,13094.0,United Kingdom
222114,556330,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-06-10 11:29:00,2.95,17797.0,United Kingdom
222170,556365,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-06-10 11:44:00,2.95,16370.0,United Kingdom
222259,556415,71053,WHITE METAL LANTERN,16,2011-06-10 12:19:00,3.75,12409.0,Switzerland
222389,556426,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-10 13:18:00,2.95,16729.0,United Kingdom
222696,556455,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,2011-06-10 16:46:00,2.55,15856.0,United Kingdom
222881,556459,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-06-10 17:25:00,5.79,,United Kingdom
223050,556471,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-06-12 11:47:00,2.95,16466.0,United Kingdom
223140,556473,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-12 12:00:00,2.95,17265.0,United Kingdom
223141,556473,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-06-12 12:00:00,2.95,17265.0,United Kingdom
